iter	RMSE
136	13.43249566
137	13.30730179
138	13.1984751
139	13.09213514
140	13.02957471
141	12.92142113
142	12.82343155
143	12.76076542
144	12.70900287
145	12.65841738
146	12.60705972
147	12.55711987
148	12.49016206
149	12.43977854
150	12.35032755
151	12.29788827
152	12.16069105
153	12.06396762
154	11.98086357
155	11.90799171
156	11.86216043
157	11.77527529
158	11.66377417
159	11.60625751
160	11.56068707
161	11.51823358
162	11.44988957
163	11.38498463
164	11.3446897
165	11.29291836
166	11.19034318
167	11.14303324
168	11.10291244
169	11.06522553
170	11.02817244
171	10.96449836
172	10.92850121
173	10.88499151
174	10.81239115
175	10.77743531
176	10.74357377
177	10.71022706
178	10.67738402
179	10.63434898
180	10.60245952
181	10.5393129
182	10.50824763
183	10.47725852
184	10.44669229
185	10.3113532
186	10.27207791
187	10.23666289
188	10.20772182
189	10.16932787
190	10.03018882
191	9.873234498
192	9.830301929
193	9.759426857
194	9.717777978
195	9.686133116
196	9.63814284
197	9.559783635
198	9.452847762
199	9.415103659
200	9.370852667
201	9.325152513
202	9.273521194
203	9.237505126
204	9.11739036
205	9.092555941
206	9.058594928
207	9.026618878
208	9.003178485
209	8.980577042
210	8.958120142
211	8.935086293
212	8.904793767
213	8.787300747
214	8.766467256
215	8.741006888
216	8.71524875
217	8.608421427
218	8.581419621
219	8.549882401
220	8.530719283
221	8.495464469
222	8.388404981
223	8.368715065
224	8.344553263
225	8.321897202
226	8.302598235
227	8.248269492
228	8.220931453
229	8.200033674
230	8.170538004
231	8.113650108
232	8.096361397
233	8.0794534
234	7.962407493
235	7.945903352
236	7.86033014
237	7.843850591
238	7.824120421
239	7.808718389
240	7.793040257
241	7.679015269
242	7.654139766
243	7.634619129
244	7.619789986
245	7.605344657
246	7.490204352
247	7.387166856
248	7.372967309
249	7.359185112
250	7.254778032
251	7.149944721
252	7.136495847
253	7.117405144
254	7.074345558
255	7.055767796
256	6.96002126
257	6.945405627
258	6.929932831
259	6.82806567
260	6.815913593
261	6.72023172
262	6.706549081
263	6.615979255
264	6.60467064
265	6.515641743
266	6.499232119
267	6.488378625
268	6.400876529
269	6.386700165
270	6.303285515
271	6.292353086
272	6.209373121
273	6.18888629
274	6.106817845
275	6.096567846
276	6.081949038
277	6.071637217
278	6.052248592
279	5.980590635
280	5.963236263
281	5.943085472
282	5.867800809
283	5.85616486
284	5.841610212
285	5.827668999
286	5.818513409
287	5.745074071
288	5.735526488
289	5.664797079
290	5.598903564
291	5.53045595
292	5.518326963
293	5.509907879
294	5.446156938
295	5.438220678
296	5.430110747
297	5.374113474
298	5.321307772
299	5.259367146
300	5.198595132
301	5.143874862
302	5.090573035
303	5.040252668
304	5.033913372
305	5.027345417
306	5.020949605
307	4.966763707
308	4.96086113
309	4.913713937
310	4.907762995
311	4.902437811
312	4.850545895
313	4.798833769
314	4.759465205
315	4.749221421
316	4.74416802
317	4.738214891
318	4.728586774
319	4.72249072
320	4.68456722
321	4.648169542
322	4.597684356
323	4.552574021
324	4.520263714
325	4.482340696
326	4.446319578
327	4.44039137
328	4.434579414
329	4.399000324
330	4.358898851
331	4.352548264
332	4.346986053
333	4.341494291
334	4.301156175
335	4.261965359
336	4.256870428
337	4.248469338
338	4.210963094
339	4.188136696
340	4.183314795
341	4.178581682
342	4.173930194
343	4.146310055
344	4.113097725
345	4.105238965
346	4.069712204
347	4.038936805
348	4.016125096
349	3.979786957
350	3.945708923
351	3.941185871
352	3.937020758
353	3.932926156
354	3.928617212
355	3.909418889
356	3.905522836
357	3.87199338
358	3.868174684
359	3.864421901
360	3.860710959
361	3.837096293
362	3.804298853
363	3.784606601
364	3.765180355
365	3.741672789
366	3.712892569
367	3.685431143
368	3.658628199
369	3.636962311
370	3.612258617
371	3.58855969
372	3.565361649
373	3.533504444
374	3.505083426
375	3.486886852
376	3.465027125
377	3.448722217
378	3.432916422
379	3.413368938
380	3.390280792
381	3.375478969
382	3.361122745
383	3.332371778
384	3.320012844
385	3.294764813
386	3.279439892
387	3.265769971
388	3.238311124
389	3.215460191
390	3.202262347
391	3.18021379
392	3.167480805
393	3.154301088
394	3.140210345
395	3.126689159
396	3.114814588
397	3.101956658
398	3.088467063
399	3.063713682
400	3.05243875
401	3.035741646
402	3.017389012
403	3.008638981
404	2.996278439
405	2.971835019
406	2.947816859
407	2.936194673
408	2.925287335
409	2.901648652
410	2.891326164
411	2.880912179
412	2.870440123
413	2.862465639
414	2.852463263
415	2.842928595
416	2.824152158
417	2.815116531
418	2.804270382
419	2.792662855
420	2.784105389
421	2.765518081
422	2.758249697
423	2.751381305
424	2.744435629
425	2.737679674
426	2.716366691
427	2.706443931
428	2.696508619
429	2.677968826
430	2.670023087
431	2.653392433
432	2.647022088
433	2.624887381
434	2.608603007
435	2.599319224
436	2.584405008
437	2.564049992
438	2.558137775
439	2.553614764
440	2.54878223
441	2.53701214
442	2.522311388
443	2.518555472
444	2.501907741
445	2.485312343
446	2.469393916
447	2.463836585
448	2.46020007
449	2.454426151
450	2.446222678
451	2.442756819
452	2.426521101
453	2.415946505
454	2.403395815
455	2.393818735
456	2.388554868
457	2.387045014
458	2.381334314
459	2.374749275
460	2.368391268
461	2.353245225
462	2.344606172
463	2.329546473
464	2.324743988
465	2.31869362
466	2.3079287
467	2.29284175
468	2.279120933
469	2.274341896
470	2.260875392
471	2.24716221
472	2.240347457
473	2.232983843
474	2.223673079
475	2.217243095
476	2.211635715
477	2.207802574
478	2.199824738
479	2.198117723
480	2.185637004
481	2.175518975
482	2.163868529
483	2.162252839
484	2.156539202
485	2.146096669
486	2.142376987
487	2.137292007
488	2.126297801
489	2.122732844
490	2.11728611
491	2.108297072
492	2.097944841
493	2.092707707
494	2.087497646
495	2.082430082
496	2.069232636
497	2.066414768
498	2.06004111
499	2.053874665
500	2.051186155
501	2.040216442
502	2.035440346
503	2.03079417
504	2.018934458
505	2.007478291
506	1.999212654
507	1.990125596
508	1.985937875
509	1.972301538
510	1.966600405
511	1.955660967
512	1.949904599
513	1.941699843
514	1.935594353
515	1.930197604
516	1.924016775
517	1.916398136
518	1.909739189
519	1.904794605
520	1.899696144
521	1.891998867
522	1.886593723
523	1.88415414
524	1.881764382
525	1.874227407
526	1.869593774
527	1.864168851
528	1.859648392
529	1.853963034
530	1.84527216
531	1.838376591
532	1.833074443
533	1.823328847
534	1.814275287
535	1.807401367
536	1.80042849
537	1.794219602
538	1.792003387
539	1.786908462
540	1.78474182
541	1.778203851
542	1.776078213
543	1.769827558
544	1.762082687
545	1.756572388
546	1.754506141
547	1.747299718
548	1.743061494
549	1.741058669
550	1.736049089
551	1.729057652
552	1.719913882
553	1.716501624
554	1.711939645
555	1.703910139
556	1.70200759
557	1.693279383
558	1.686777453
559	1.680885076
560	1.673319193
561	1.668301394
562	1.660942343
563	1.658601974
564	1.650687382
565	1.646778613
566	1.643289453
567	1.637655928
568	1.629496901
569	1.621594446
570	1.614015558
571	1.606125085
572	1.598937718
573	1.593322956
574	1.589110734
575	1.585183664
576	1.578382303
577	1.573950104
578	1.569707979
579	1.565453179
580	1.561335393
581	1.555322172
582	1.549878411
583	1.545200487
584	1.54048964
585	1.534037775
586	1.529742447
587	1.524544121
588	1.520146065
589	1.516818704
590	1.513657293
591	1.507951868
592	1.503661658
593	1.500571913
594	1.495680655
595	1.490991616
596	1.487185072
597	1.482249087
598	1.479214617
599	1.475768876
600	1.471614642
601	1.46564102
602	1.461633164
603	1.45868724
604	1.453629021
605	1.449000024
606	1.44448518
607	1.438159614
608	1.433149107
609	1.428952867
610	1.425365934
611	1.419576546
612	1.415620703
613	1.411259897
614	1.406906501
615	1.405101329
616	1.401586038
617	1.396824296
618	1.393012923
619	1.389346015
620	1.383045883
621	1.377634644
622	1.374102793
623	1.372370081
624	1.369579186
625	1.368123673
626	1.363795095
627	1.362131203
628	1.360502584
629	1.356610428
630	1.353243724
631	1.349736428
632	1.344338401
633	1.340337131
634	1.334180313
635	1.329334406
636	1.324203636
637	1.320833039
638	1.315705695
639	1.312412353
640	1.308671978
641	1.303603731
642	1.299660806
643	1.296463977
644	1.293039534
645	1.28996524
646	1.286465427
647	1.281856863
648	1.277943069
649	1.272592653
650	1.269841319
651	1.266299834
652	1.261667874
653	1.258385955
654	1.253761612
655	1.249783365
656	1.247038909
657	1.241740287
658	1.23827653
659	1.234945196
660	1.230504701
661	1.226921231
662	1.224358677
663	1.220925601
664	1.21729751
665	1.214944114
666	1.211928227
667	1.209562706
668	1.206782024
669	1.202049341
670	1.199300434
671	1.196743549
672	1.193272249
673	1.189729456
674	1.186492961
675	1.18302814
676	1.179715913
677	1.176061504
678	1.172927958
679	1.16864818
680	1.166396487
681	1.163349468
682	1.161275879
683	1.158052156
684	1.153572163
685	1.150432884
686	1.147621043
687	1.143743908
688	1.140162369
689	1.137801037
690	1.134917227
691	1.131686162
692	1.129403447
693	1.126464046
694	1.12282362
695	1.120241838
696	1.116598784
697	1.114135593
698	1.110436724
699	1.108052118
700	1.105572921
701	1.102702919
702	1.100237091
703	1.09701054
704	1.093485201
705	1.091115332
706	1.087410751
707	1.085165709
708	1.081444086
709	1.078307646
710	1.075608874
711	1.073286257
712	1.069824738
713	1.066492544
714	1.063495956
715	1.060863501
716	1.058182403
717	1.05522274
718	1.050900555
719	1.048825957
720	1.045438763
721	1.043047969
722	1.039855589
723	1.037662163
724	1.035362247
725	1.031605889
726	1.02903952
727	1.026823873
728	1.024706825
729	1.022683553
730	1.020209143
731	1.017312917
732	1.01394382
733	1.011538429
734	1.008657726
735	1.004738221
736	1.002250463
737	0.9997486063
738	0.9974115851
739	0.9945834501
740	0.9911227591
741	0.9877007124
742	0.9860181578
743	0.9836791474
744	0.9809002892
745	0.9780074031
746	0.9753579653
747	0.9718893389
748	0.9695393207
749	0.9676698316
750	0.9650105003
751	0.9629941665
752	0.9601384113
753	0.9580708662
754	0.9558921287
755	0.9528904614
756	0.9505302141
757	0.9487160465
758	0.9459926141
759	0.944072322
760	0.9408786445
761	0.9387199355
762	0.9363731755
763	0.9349813262
764	0.9325362029
765	0.9312649964
766	0.9294787854
767	0.9277487533
768	0.9251792759
769	0.9233998857
770	0.9213281556
771	0.91999864
772	0.9180130409
773	0.9156404714
774	0.9140733192
775	0.9122609404
776	0.9100502405
777	0.9074023843
778	0.9056444838
779	0.9032426553
780	0.9007749993
781	0.8985025528
782	0.8953051358
783	0.8932885136
784	0.8911816882
785	0.8882573849
786	0.8859546903
787	0.8832134238
788	0.8810570897
789	0.8795466562
790	0.878415295
791	0.8774830958
792	0.8757072218
793	0.8733277921
794	0.8714905493
795	0.8699358886
796	0.8678327601
797	0.8655899064
798	0.8628957846
799	0.861042261
800	0.8588603522
801	0.8579815414
802	0.8571212102
803	0.8562788744
804	0.8543568328
805	0.8521430126
806	0.8500899562
807	0.8485333263
808	0.8465473981
809	0.8444229011
810	0.8424435971
811	0.8410044307
812	0.839394427
813	0.8386029046
814	0.836915592
815	0.8351509213
816	0.8326860355
817	0.8319153445
818	0.8306700279
819	0.8282022516
820	0.8257460831
821	0.8234573125
822	0.8219568163
823	0.8205337419
824	0.8191592914
825	0.8169953676
826	0.8150440865
827	0.8142905387
828	0.8129565121
829	0.8112527876
830	0.8092891045
831	0.8074923588
832	0.8057859552
833	0.8044624584
834	0.8029740747
835	0.8014161584
836	0.7994457595
837	0.7975244337
838	0.7954620002
839	0.794001026
840	0.7932870427
841	0.7918931465
842	0.7898301425
843	0.788071289
844	0.7864662436
845	0.7847635799
846	0.7827587141
847	0.7820670914
848	0.7813892121
849	0.780423866
850	0.7790390695
851	0.7772717039
852	0.775670156
853	0.7738448443
854	0.7728727124
855	0.7709824598
856	0.7689478322
857	0.7667881057
858	0.7651526887
859	0.7645108292
860	0.7626361741
861	0.7607592278
862	0.7591385751
863	0.7583207352
864	0.7568677701
865	0.754889336
866	0.7526498501
867	0.7513730626
868	0.7501036046
869	0.7486847511
870	0.7477750153
871	0.7462944947
872	0.7456556405
873	0.7449046601
874	0.7433960786
875	0.7424818726
876	0.7412099898
877	0.7391495692
878	0.737639451
879	0.7359085061
880	0.7347018426
881	0.7327805651
882	0.7312255121
883	0.7300328034
884	0.7281268079
885	0.7273664038
886	0.7262022722
887	0.7247865805
888	0.7236723986
889	0.7221731395
890	0.7212853196
891	0.7200373185
892	0.71872044
893	0.7171681824
894	0.7158188516
895	0.7147625175
896	0.7132422473
897	0.7120657224
898	0.7106068849
899	0.7098153597
900	0.7084631168
901	0.7071786255
902	0.7061568618
903	0.7055741661
904	0.7041767507
905	0.7027652473
906	0.7017288872
907	0.7006213777
908	0.6986767634
909	0.6969199618
910	0.6959020466
911	0.695093925
912	0.694544307
913	0.6929371366
914	0.6915290436
915	0.6901432014
916	0.6893071534
917	0.6878949219
918	0.6865537639
919	0.6853202594
920	0.6839137235
921	0.6824036449
922	0.6811517859
923	0.6798410943
924	0.6787878133
925	0.6767541759
926	0.675577071
927	0.6746163495
928	0.6730390007
929	0.672074234
930	0.6710044818
931	0.6696417225
932	0.6682777216
933	0.6664699853
934	0.6652720339
935	0.6640047027
936	0.6634548379
937	0.6621566076
938	0.6611691245
939	0.6605249939
940	0.6594937584
941	0.6583404003
942	0.6573616099
943	0.6564328858
944	0.6555039683
945	0.65446981
946	0.6531632461
947	0.6521361057
948	0.6510814611
949	0.6501651808
950	0.649401634
951	0.64794836
952	0.6467150037
953	0.6457161268
954	0.6444873868
955	0.6439016176
956	0.642830658
957	0.6416386602
958	0.6404478951
959	0.6390295173
960	0.6374839581
961	0.6360110343
962	0.6345850888
963	0.6332984725
964	0.6324079706
965	0.6314406961
966	0.6301446532
967	0.6288257153
968	0.6277354845
969	0.6272909604
970	0.6262362045
971	0.625210002
972	0.6244419488
973	0.6238634829
974	0.6227748307
975	0.6217745455
976	0.621136127
977	0.6202757937
978	0.6195755063
979	0.6186515374
980	0.6175971276
981	0.6164930369
982	0.615470096
983	0.6138771376
984	0.6128911565
985	0.6119230986
986	0.6110408746
987	0.6101044949
988	0.6091564043
989	0.6081756258
990	0.607200855
991	0.6059063053
992	0.6047355343
993	0.6036797164
994	0.6026079481
995	0.6017562589
996	0.6008215458
997	0.599654518
998	0.5989136416
999	0.5980891197
