iter	RMSE
266	6.402403755
267	6.292018208
268	6.198640203
269	6.111036094
270	6.097020207
271	6.01207398
272	5.99860438
273	5.98831694
274	5.90551638
275	5.824016833
276	5.74159034
277	5.64166411
278	5.563437937
279	5.487042484
280	5.400271513
281	5.390803956
282	5.31864942
283	5.30721114
284	5.234296552
285	5.171501202
286	5.162692696
287	5.085128178
288	5.025428355
289	4.961149774
290	4.895820371
291	4.822492044
292	4.814281545
293	4.747159164
294	4.739133973
295	4.681338775
296	4.598610811
297	4.54360133
298	4.492687646
299	4.421102295
300	4.367681785
301	4.306983782
302	4.258957432
303	4.192024165
304	4.134484591
305	4.090433629
306	4.050081732
307	4.00365284
308	3.962091301
309	3.903903549
310	3.854068673
311	3.797444035
312	3.762292154
313	3.723241847
314	3.672367738
315	3.660206565
316	3.617189177
317	3.57547933
318	3.564919501
319	3.520307579
320	3.484680342
321	3.445816937
322	3.434928057
323	3.425214663
324	3.39545283
325	3.355845024
326	3.346572025
327	3.306555456
328	3.260214526
329	3.216697638
330	3.208017448
331	3.199556994
332	3.191308587
333	3.15699307
334	3.149001548
335	3.103923812
336	3.068284544
337	3.060597367
338	3.053099268
339	3.0212184
340	3.013990664
341	3.006938165
342	3.002807508
343	2.963653043
344	2.959668068
345	2.955772718
346	2.951964836
347	2.948242322
348	2.915502153
349	2.892414702
350	2.88885979
351	2.857548921
352	2.82135896
353	2.788248584
354	2.7580694
355	2.723204794
356	2.69737175
357	2.665505687
358	2.638595272
359	2.613202795
360	2.588748656
361	2.566170473
362	2.537461404
363	2.509714081
364	2.486002104
365	2.460595678
366	2.437641701
367	2.41360415
368	2.39186767
369	2.370774554
370	2.34561152
371	2.32513726
372	2.301486116
373	2.282006526
374	2.262789014
375	2.240624108
376	2.219254129
377	2.203330919
378	2.187791275
379	2.168797686
380	2.152370447
381	2.134911978
382	2.11650947
383	2.101013331
384	2.084136181
385	2.0678074
386	2.064492368
387	2.049158343
388	2.046596131
389	2.031404124
390	2.018075713
391	2.002498396
392	1.988115519
393	1.975661969
394	1.973240932
395	1.959355312
396	1.956990784
397	1.94542418
398	1.933913067
399	1.922179168
400	1.919969584
401	1.90715463
402	1.895074233
403	1.881820141
404	1.869266811
405	1.861098425
406	1.85129192
407	1.84344978
408	1.8316326
409	1.819680494
410	1.817028837
411	1.805782175
412	1.803205338
413	1.800693366
414	1.798244598
415	1.787128257
416	1.777207264
417	1.767594918
418	1.756799404
419	1.747699739
420	1.73868202
421	1.729749429
422	1.726235452
423	1.717597788
424	1.709230281
425	1.705851519
426	1.702576823
427	1.692456828
428	1.684420105
429	1.681220853
430	1.672213256
431	1.664567146
432	1.655609087
433	1.646357659
434	1.637370937
435	1.629901257
436	1.62690536
437	1.618194918
438	1.615746792
439	1.612927334
440	1.604641002
441	1.596399983
442	1.594064881
443	1.586083629
444	1.578236297
445	1.575984
446	1.567107942
447	1.557809314
448	1.552729597
449	1.54507978
450	1.537341991
451	1.532291943
452	1.52436133
453	1.522621754
454	1.520927842
455	1.51636476
456	1.508292504
457	1.506661545
458	1.505446872
459	1.504243039
460	1.498804242
461	1.491448501
462	1.490275272
463	1.482185631
464	1.475067107
465	1.470313787
466	1.469171403
467	1.464128789
468	1.460114536
469	1.453959056
470	1.452850097
471	1.446228694
472	1.445143894
473	1.441388439
474	1.434621963
475	1.43357887
476	1.426828558
477	1.422491397
478	1.418950719
479	1.413814279
480	1.407433693
481	1.402446527
482	1.401447642
483	1.39218534
484	1.38738049
485	1.381112295
486	1.37535788
487	1.370729047
488	1.362015621
489	1.356978602
490	1.352562552
491	1.348261623
492	1.344072907
493	1.343119225
494	1.335238828
495	1.329663884
496	1.32563153
497	1.321705116
498	1.316401949
499	1.312592088
500	1.308882656
501	1.307961948
502	1.304351105
503	1.303450911
504	1.299825502
505	1.296323029
506	1.28896243
507	1.284050098
508	1.279357655
509	1.27480448
510	1.27054595
511	1.26624338
512	1.262587739
513	1.258440703
514	1.254874943
515	1.250863151
516	1.247111966
517	1.243481984
518	1.239785047
519	1.236077662
520	1.232719806
521	1.229501321
522	1.226106533
523	1.223036224
524	1.219687242
525	1.216435179
526	1.213434413
527	1.207024994
528	1.205965627
529	1.202529925
530	1.19841227
531	1.195407874
532	1.192315872
533	1.189416375
534	1.185039273
535	1.184186822
536	1.179004063
537	1.176195627
538	1.173468786
539	1.169884123
540	1.163357205
541	1.159917113
542	1.153713817
543	1.152936591
544	1.15006401
545	1.14909912
546	1.14609376
547	1.142413462
548	1.140395711
549	1.137176678
550	1.134052574
551	1.129820335
552	1.126408449
553	1.124312683
554	1.121639223
555	1.11867201
556	1.114302754
557	1.111581511
558	1.109680428
559	1.106820856
560	1.10229827
561	1.099197727
562	1.096394841
563	1.093337121
564	1.085424015
565	1.079804563
566	1.079080557
567	1.078373029
568	1.071784278
569	1.07108777
570	1.068419287
571	1.064262613
572	1.063582606
573	1.06097246
574	1.053014814
575	1.046874218
576	1.044318283
577	1.041082136
578	1.038665095
579	1.035825212
580	1.032910531
581	1.032247738
582	1.029401576
583	1.026990693
584	1.024663627
585	1.02397225
586	1.023333956
587	1.021315979
588	1.020652325
589	1.014975841
590	1.013379654
591	1.007974146
592	1.005800993
593	1.004092769
594	1.003485197
595	1.002891333
596	1.001021673
597	1.000439864
598	0.9989238247
599	0.9983624382
600	0.9940451304
601	0.9891231218
602	0.9817369779
603	0.9787677743
604	0.976015088
605	0.9739184457
606	0.9721007018
607	0.9699030426
608	0.96699089
609	0.9650394288
610	0.9637265194
611	0.9623947217
612	0.9610981964
613	0.9582599233
614	0.9559234403
615	0.9485382429
616	0.9442237188
617	0.9430279793
618	0.9417138006
619	0.9392185218
620	0.9380346469
621	0.9367891264
622	0.935715379
623	0.9346724276
624	0.9333372425
625	0.9263633572
626	0.924304969
627	0.9221229184
628	0.9193534036
629	0.9126251512
630	0.9057840056
631	0.9000018548
632	0.8936027454
633	0.8913479053
634	0.889039613
635	0.8866777555
636	0.8844224529
637	0.8791123671
638	0.8769216305
639	0.8714604126
640	0.8693103062
641	0.8672240057
642	0.8651605632
643	0.8602812451
644	0.8588234811
645	0.8568794922
646	0.8554336317
647	0.8535818859
648	0.8477917927
649	0.8418982004
650	0.8397081792
651	0.8351900684
652	0.8333816892
653	0.8319981934
654	0.8278540045
655	0.8261100262
656	0.8250365785
657	0.823334956
658	0.8217164281
659	0.8200775339
660	0.8185333853
661	0.8139117281
662	0.8117046042
663	0.8108620673
664	0.8100364532
665	0.8085222633
666	0.807099068
667	0.8032506748
668	0.7989174341
669	0.7973651204
670	0.796554197
671	0.7957594312
672	0.7927094519
673	0.7899582204
674	0.7886023763
675	0.7872794191
676	0.7864988896
677	0.7847453839
678	0.7827669479
679	0.780852943
680	0.7800912506
681	0.7791227706
682	0.7783757411
683	0.777022289
684	0.7762882249
685	0.7736989953
686	0.7733200397
687	0.7694524294
688	0.7687380821
689	0.7675047586
690	0.7653351812
691	0.7628127618
692	0.7618735033
693	0.761093666
694	0.7590131728
695	0.7565707541
696	0.7558036565
697	0.7513279793
698	0.7505773127
699	0.7498473251
700	0.7491373828
701	0.747265874
702	0.7465734373
703	0.7458999275
704	0.7437573384
705	0.7430959242
706	0.7419259287
707	0.7406059385
708	0.7399635766
709	0.7393387586
710	0.7369725973
711	0.7334663176
712	0.7325702611
713	0.7316916399
714	0.7310974677
715	0.7292436014
716	0.7286635833
717	0.7274203862
718	0.7238755944
719	0.7226519383
720	0.7220905951
721	0.7203449669
722	0.7197959023
723	0.7181219334
724	0.7138823986
725	0.7133438852
726	0.7113359058
727	0.709057658
728	0.7085254698
729	0.7080075126
730	0.7068119267
731	0.7063100361
732	0.7051087174
733	0.7031554399
734	0.7023514759
735	0.7015673221
736	0.6996351957
737	0.6991519037
738	0.6983943897
739	0.696829996
740	0.6963631555
741	0.6923052933
742	0.6912673878
743	0.6901214759
744	0.6879631755
745	0.6872349213
746	0.6867804687
747	0.685263395
748	0.6848190148
749	0.6843864012
750	0.682876876
751	0.682180571
752	0.6815008082
753	0.6794245453
754	0.67875759
755	0.6776808505
756	0.6772707869
757	0.6766233285
758	0.6737652683
759	0.6733650359
760	0.6713734061
761	0.6707451074
762	0.6698885752
763	0.6671605968
764	0.6640362045
765	0.6623208154
766	0.6619185372
767	0.6593708413
768	0.6589870903
769	0.6576973009
770	0.6564404953
771	0.656057652
772	0.6554553892
773	0.6518066372
774	0.6484829416
775	0.6465303964
776	0.6452893191
777	0.6434969351
778	0.6423127045
779	0.6411525197
780	0.6407866476
781	0.6376770739
782	0.6366298689
783	0.6362740658
784	0.6348685051
785	0.6335384809
786	0.6331896949
787	0.6328579838
788	0.6321433512
789	0.6313867624
790	0.6300757908
791	0.629337997
792	0.6285612628
793	0.6280195771
794	0.6273186646
795	0.625948583
796	0.6250152632
797	0.624499194
798	0.6233275817
799	0.6222100517
800	0.6209866443
801	0.6204830019
802	0.618708087
803	0.6182169229
804	0.6177352708
805	0.6165660997
806	0.6160940234
807	0.6156310736
808	0.6153157184
809	0.6148656715
810	0.6141521297
811	0.6107067644
812	0.6097638664
813	0.6058667679
814	0.6047363647
815	0.6010029395
816	0.5996051782
817	0.5989956185
818	0.5979650084
819	0.5955909354
820	0.5948814405
821	0.5931815409
822	0.5925085281
823	0.5918645769
824	0.5909074766
825	0.5879174636
826	0.5871025684
827	0.5864832622
828	0.5856885527
829	0.5850951119
830	0.5822558512
831	0.5816718304
832	0.5808355556
833	0.5796366016
834	0.5790650467
835	0.5760049275
836	0.5754341108
837	0.5742657696
838	0.5737197137
839	0.5714897194
840	0.570512652
841	0.5675760979
842	0.5663066293
843	0.5661942698
844	0.5648913472
845	0.5638119428
846	0.5636074168
847	0.5634403396
848	0.5632454481
849	0.5611073816
850	0.5602091617
851	0.5584313237
852	0.5554631514
853	0.5553262774
854	0.5528207453
855	0.5499084978
856	0.5482785683
857	0.5467231631
858	0.5465851279
859	0.5451210681
860	0.5439756897
861	0.5429257094
862	0.5415487266
863	0.5410127757
864	0.540132005
865	0.5396668612
866	0.5389566685
867	0.5382953542
868	0.5367332339
869	0.5352271016
870	0.5343646413
871	0.533509386
872	0.5326639211
873	0.5325849407
874	0.5315834351
875	0.5314680137
876	0.531391862
877	0.5303718213
878	0.5288929602
879	0.5279966629
880	0.5269365105
881	0.5261538508
882	0.5253921315
883	0.5246499716
884	0.5241302648
885	0.5234095405
886	0.5229123215
887	0.5220980227
888	0.5220271446
889	0.5211365743
890	0.5206635543
891	0.519491249
892	0.5185516742
893	0.5181048168
894	0.5159620983
895	0.5158019937
896	0.5156997669
897	0.5146464801
898	0.51458112
899	0.51416129
900	0.5133416281
901	0.5125551808
902	0.5120184436
903	0.5112582266
904	0.5108570142
905	0.510116174
906	0.5098361806
907	0.5095635582
908	0.5088392489
909	0.507191228
910	0.5064649652
911	0.5064041748
912	0.5063307193
913	0.5062419781
914	0.5058635966
915	0.504292857
916	0.5042363928
917	0.5015165998
918	0.5006360601
919	0.5003787421
920	0.4977614927
921	0.4959525864
922	0.4939465959
923	0.4919687171
924	0.4912576259
925	0.4894813493
926	0.4887545194
927	0.487691477
928	0.486483352
929	0.4858917291
930	0.4849913849
931	0.484011842
932	0.4830699574
933	0.482241245
934	0.4809400481
935	0.4808689206
936	0.4802832012
937	0.4802140431
938	0.4799091427
939	0.4791085556
940	0.4787420416
941	0.4774774143
942	0.476046221
943	0.4757487319
944	0.4752848906
945	0.4743896268
946	0.4735288503
947	0.4731795042
948	0.4721609726
949	0.472083483
950	0.4717487761
951	0.4709921026
952	0.4703032528
953	0.4698623189
954	0.4686308975
955	0.468086163
956	0.4677655879
957	0.4668007114
958	0.4662325639
959	0.465605046
960	0.4642594738
961	0.4641994353
962	0.4630156534
963	0.4629582812
964	0.4618156875
965	0.4609972907
966	0.4607298014
967	0.4604678567
968	0.4602113312
969	0.459608666
970	0.459360226
971	0.4587327618
972	0.4584898162
973	0.457974013
974	0.4577225089
975	0.4555730634
976	0.4553390779
977	0.4551131236
978	0.4532051537
979	0.4511742369
980	0.4505814291
981	0.449837672
982	0.4494744919
983	0.448558244
984	0.4472994306
985	0.446950164
986	0.4466105551
987	0.4464057253
988	0.4456845549
989	0.4450246595
990	0.4439958572
991	0.443474463
992	0.4434142986
993	0.4427022208
994	0.4420183618
995	0.4411590196
996	0.4402341453
997	0.4397295221
998	0.4396042338
999	0.4392913238
